Acaryochloris_marina_MBIC11017_uid58167/NC_009925.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales;
Agrobacterium_vitis_S4_uid58249/NC_011986.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Agrobacterium_vitis_S4_uid58249/NC_011988.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Agrobacterium_vitis_S4_uid58249/NC_011989.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Agrobacterium_vitis_S4_uid58249/NC_011991.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Agromonas_oligotrophica_S58_uid192186/NC_020453.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Akkermansia_muciniphila_ATCC_BAA_835_uid58985/NC_010655.gbk-            Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales;
Alcanivorax_borkumensis_SK2_uid58169/NC_008260.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Alcanivorax_dieselolei_B5_uid176364/NC_018691.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales;
Alicycliphilus_denitrificans_BC_uid49953/NC_014908.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Alicycliphilus_denitrificans_BC_uid49953/NC_014910.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Alicycliphilus_denitrificans_BC_uid49953/NC_014911.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Alicycliphilus_denitrificans_K601_uid66307/NC_015422.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Alicycliphilus_denitrificans_K601_uid66307/NC_015423.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales;
Alicyclobacillus_acidocaldarius_DSM_446_uid59199/NC_013205.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae;
Alicyclobacillus_acidocaldarius_DSM_446_uid59199/NC_013206.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae;
Alicyclobacillus_acidocaldarius_DSM_446_uid59199/NC_013207.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae;
Alicyclobacillus_acidocaldarius_DSM_446_uid59199/NC_013208.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae;
Alicyclobacillus_acidocaldarius_Tc_4_1_uid158681/NC_017167.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae;
Aliivibrio_salmonicida_LFI1238_uid59251/NC_011311.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales;
Aliivibrio_salmonicida_LFI1238_uid59251/NC_011312.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales;
Aliivibrio_salmonicida_LFI1238_uid59251/NC_011313.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales;
Aliivibrio_salmonicida_LFI1238_uid59251/NC_011314.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales;
Aliivibrio_salmonicida_LFI1238_uid59251/NC_011315.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales;
Aliivibrio_salmonicida_LFI1238_uid59251/NC_011316.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales;
Alistipes_finegoldii_DSM_17242_uid168180/NC_018011.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae;
Alistipes_shahii_WAL_8301_uid197175/NC_021030.gbk-            Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae;
Alkalilimnicola_ehrlichii_MLHE_1_uid58467/NC_008340.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales;
Alkaliphilus_metalliredigens_QYMF_uid58171/NC_009633.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;
Alkaliphilus_oremlandii_OhILAs_uid58495/NC_009922.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae;
Allochromatium_vinosum_DSM_180_uid46083/NC_013851.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales;
Allochromatium_vinosum_DSM_180_uid46083/NC_013852.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales;
Allochromatium_vinosum_DSM_180_uid46083/NC_013862.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales;
alpha_proteobacterium_HIMB59_uid175778/NC_018644.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 cluster.
alpha_proteobacterium_HIMB5_uid175779/NC_018643.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; SAR11 cluster.
Alteromonas_macleodii_AltDE1_uid179068/NC_019393.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii_AltDE1_uid179068/NC_019394.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii_ATCC_27126_uid55253/NC_018632.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii__Balearic_Sea_AD45__uid176366/NC_018679.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii__Balearic_Sea_AD45__uid176366/NC_018680.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii__Black_Sea_11__uid176365/NC_018692.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii__Deep_ecotype__uid58251/NC_011138.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_macleodii__English_Channel_673__uid176367/NC_018678.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Alteromonas_SN2_uid67349/NC_015554.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales;
Aminobacterium_colombiense_DSM_12261_uid47083/NC_014011.gbk-            Bacteria; Synergistetes; Synergistia; Synergistales;
Ammonifex_degensii_KC4_uid41053/NC_013385.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Ammonifex_degensii_KC4_uid41053/NC_013386.gbk-            Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales;
Amphibacillus_xylanus_NBRC_15112_uid176453/NC_018704.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae;
Amycolatopsis_mediterranei_S699_uid158689/NC_017186.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Amycolatopsis_mediterranei_S699_uid171830/NC_018266.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Amycolatopsis_mediterranei_U32_uid50565/NC_014318.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Amycolicicoccus_subflavus_DQS3_9A1_uid67253/NC_015560.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Amycolicicoccus_subflavus_DQS3_9A1_uid67253/NC_015561.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Amycolicicoccus_subflavus_DQS3_9A1_uid67253/NC_015564.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Anabaena_90_uid179383/NC_019427.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_90_uid179383/NC_019428.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_90_uid179383/NC_019429.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_90_uid179383/NC_019439.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_90_uid179383/NC_019440.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_019771.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_019772.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_019773.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_019774.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_019775.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_020056.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_cylindrica_PCC_7122_uid183339/NC_020157.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_variabilis_ATCC_29413_uid58043/NC_007410.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_variabilis_ATCC_29413_uid58043/NC_007411.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_variabilis_ATCC_29413_uid58043/NC_007412.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_variabilis_ATCC_29413_uid58043/NC_007413.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anabaena_variabilis_ATCC_29413_uid58043/NC_014000.gbk-            Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.
Anaerobaculum_mobile_DSM_13181_uid168323/NC_018024.gbk-            Bacteria; Synergistetes; Synergistia; Synergistales;
Anaerococcus_prevotii_DSM_20548_uid59219/NC_013164.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales
Anaerococcus_prevotii_DSM_20548_uid59219/NC_013171.gbk-            Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales
Anaerolinea_thermophila_UNI_1_uid62245/NC_014960.gbk-            Bacteria; Chloroflexi; Anaerolineae; Anaerolineales;
Anaeromyxobacter_dehalogenans_2CP_1_uid58989/NC_011891.gbk-            Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;
Anaeromyxobacter_dehalogenans_2CP_C_uid58135/NC_007760.gbk-            Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;
Anaeromyxobacter_Fw109_5_uid58755/NC_009675.gbk-            Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;
Anaeromyxobacter_K_uid58953/NC_011145.gbk-            Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales;
Anaplasma_centrale_Israel_uid42155/NC_013532.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Anaplasma_marginale_Florida_uid58577/NC_012026.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Anaplasma_marginale_Maries_uid57629/NC_004842.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Anaplasma_phagocytophilum_HZ_uid57951/NC_007797.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales;
Anoxybacillus_flavithermus_WK1_uid59135/NC_011567.gbk-            Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae;
Aquifex_aeolicus_VF5_uid57765/NC_000918.gbk-            Bacteria; Aquificae; Aquificales; Aquificaceae; Aquifex.
Aquifex_aeolicus_VF5_uid57765/NC_001880.gbk-            Bacteria; Aquificae; Aquificales; Aquificaceae; Aquifex.
Arcanobacterium_haemolyticum_DSM_20595_uid49489/NC_014218.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arcobacter_butzleri_ED_1_uid158699/NC_017187.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Arcobacter_butzleri_RM4018_uid58557/NC_009850.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Arcobacter_L_uid158135/NC_017192.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Arcobacter_L_uid158135/NC_017193.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Arcobacter_nitrofigilis_DSM_7299_uid49001/NC_014166.gbk-            Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales;
Aromatoleum_aromaticum_EbN1_uid58231/NC_006513.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;
Aromatoleum_aromaticum_EbN1_uid58231/NC_006823.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;
Aromatoleum_aromaticum_EbN1_uid58231/NC_006824.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;
Arthrobacter_arilaitensis_Re117_uid53509/NC_014548.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_arilaitensis_Re117_uid53509/NC_014549.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_arilaitensis_Re117_uid53509/NC_014550.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_aurescens_TC1_uid58109/NC_008711.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_aurescens_TC1_uid58109/NC_008712.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_aurescens_TC1_uid58109/NC_008713.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_chlorophenolicus_A6_uid58969/NC_011879.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_chlorophenolicus_A6_uid58969/NC_011881.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_chlorophenolicus_A6_uid58969/NC_011886.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_FB24_uid58141/NC_008537.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_FB24_uid58141/NC_008538.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_FB24_uid58141/NC_008539.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_FB24_uid58141/NC_008541.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_nitroguajacolicus_Rue61a_uid174511/NC_009453.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_nitroguajacolicus_Rue61a_uid174511/NC_018531.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_nitroguajacolicus_Rue61a_uid174511/NC_018532.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_phenanthrenivorans_Sphe3_uid63629/NC_015145.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_phenanthrenivorans_Sphe3_uid63629/NC_015146.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrobacter_phenanthrenivorans_Sphe3_uid63629/NC_015147.gbk-            Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales;
Arthrospira_platensis_NIES_39_uid197171/NC_016640.gbk-            Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales;
Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297/NC_007716.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297/NC_007717.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297/NC_007718.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297/NC_007719.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297/NC_007720.gbk-            Bacteria; Tenericutes; Mollicutes; Acholeplasmatales;
Asticcacaulis_excentricus_CB_48_uid55641/NC_014816.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Asticcacaulis_excentricus_CB_48_uid55641/NC_014817.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Asticcacaulis_excentricus_CB_48_uid55641/NC_014818.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Asticcacaulis_excentricus_CB_48_uid55641/NC_014819.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales;
Atopobium_parvulum_DSM_20469_uid59195/NC_013203.gbk-            Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales;
Azoarcus_BH72_uid61603/NC_008702.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;
Azoarcus_KH32C_uid193704/NC_020516.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;
Azoarcus_KH32C_uid193704/NC_020548.gbk-            Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales;
Azorhizobium_caulinodans_ORS_571_uid58905/NC_009937.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales;
Azospirillum_B510_uid46085/NC_013854.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_B510_uid46085/NC_013855.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_B510_uid46085/NC_013856.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_B510_uid46085/NC_013857.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_B510_uid46085/NC_013858.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_B510_uid46085/NC_013859.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_B510_uid46085/NC_013860.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016594.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016595.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016596.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016597.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016617.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016618.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_brasilense_Sp245_uid162161/NC_016619.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016585.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016586.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016587.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016588.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016622.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016623.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azospirillum_lipoferum_4B_uid82343/NC_016624.gbk-            Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales;
Azotobacter_vinelandii_CA6_uid198830/NC_021150.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;
Azotobacter_vinelandii_CA_uid198829/NC_021149.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;
Azotobacter_vinelandii_DJ_uid57597/NC_012560.gbk-            Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales;
